timestamp,station_id,temperature,humidity,pressure
2026-04-01 00:00:00,A01,17.91,81.54,1010.03
2026-04-01 00:00:00,A02,18.37,81.85,1009.95
2026-04-01 00:00:00,A03,18.15,81.76,1010.08
2026-04-01 00:00:00,A04,17.55,82.0,1009.9
2026-04-01 00:00:00,A05,18.49,81.57,1010.03
2026-04-01 00:00:00,A06,17.93,81.86,1009.97
2026-04-01 00:10:00,A01,17.87,82.58,1009.89
2026-04-01 00:10:00,A02,18.31,81.86,1009.97
2026-04-01 00:10:00,A03,17.74,82.73,1009.95
2026-04-01 00:10:00,A04,17.55,82.41,1010.0
2026-04-01 00:10:00,A05,18.41,82.39,1010.03
2026-04-01 00:10:00,A06,17.81,81.9,1009.87
2026-04-01 00:20:00,A01,18.09,82.53,1009.99
2026-04-01 00:20:00,A02,17.87,82.14,1009.9
2026-04-01 00:20:00,A03,17.7,82.8,1009.97
2026-04-01 00:20:00,A04,17.36,82.52,1010.09
2026-04-01 00:20:00,A05,18.14,82.59,1009.98
2026-04-01 00:20:00,A06,17.8,81.81,1009.97
2026-04-01 00:30:00,A01,17.89,82.81,1010.15
2026-04-01 00:30:00,A02,18.07,83.12,1010.07
2026-04-01 00:30:00,A03,17.61,83.33,1009.99
2026-04-01 00:30:00,A04,17.3,82.99,1010.11
2026-04-01 00:30:00,A05,17.94,83.05,1010.01
2026-04-01 00:30:00,A06,18.11,83.31,1010.02
2026-04-01 00:40:00,A01,17.47,83.48,1010.35
2026-04-01 00:40:00,A02,17.6,83.07,1010.13
2026-04-01 00:40:00,A03,17.29,82.79,1010.22
2026-04-01 00:40:00,A04,17.03,83.24,1010.12
2026-04-01 00:40:00,A05,17.81,83.37,1009.91
2026-04-01 00:40:00,A06,17.82,83.4,1010.17
2026-04-01 00:50:00,A01,17.46,84.19,1010.27
2026-04-01 00:50:00,A02,17.7,84.2,1010.08
2026-04-01 00:50:00,A03,17.68,84.35,1010.41
2026-04-01 00:50:00,A04,16.81,84.61,1010.1
2026-04-01 00:50:00,A05,18.05,84.35,1010.18
2026-04-01 00:50:00,A06,17.51,83.58,1010.37
2026-04-01 01:00:00,A01,17.29,84.4,1010.31
2026-04-01 01:00:00,A02,17.88,84.75,1010.19
