timestamp,station_id,temperature,humidity,pressure
2019-01-01 00:00:00,USC00419361,0.87,75.4,1013.83
2019-01-01 00:00:00,USC00421168,-12.29,75.8,1013.62
2019-01-01 00:00:00,USC00426053,17.19,75.0,1013.63
2019-01-01 00:00:00,USC00426568,17.16,76.1,1013.86
2019-01-01 00:00:00,USC00455704,-3.31,74.9,1013.7
2019-01-01 00:00:00,USC00470645,-11.8,76.6,1013.89
2019-01-01 00:00:00,USC00477118,17.05,75.6,1013.92
2019-01-01 00:00:00,USC00509314,-11.79,75.9,1013.93
2019-01-01 00:00:00,USR0000ABRO,17.11,75.2,1013.76
2019-01-01 00:00:00,USR0000AHOW,17.04,75.5,1013.52
2019-01-01 00:00:00,USR0000CCAS,17.28,74.8,1013.68
2019-01-01 00:00:00,USC00487810,17.34,75.4,1013.94
2019-01-01 00:00:00,USR0000CFIV,17.21,76.5,1013.91
2019-01-01 00:00:00,USR0000CHAS,17.32,75.6,1013.93
2019-01-01 00:00:00,USR0000MMAR,17.48,74.1,1013.8
2019-01-01 00:00:00,USR0000TLEW,16.99,76.1,1013.84
2019-01-01 00:00:00,USR0000TSBS,17.13,74.8,1013.92
2019-01-01 00:00:00,USS0006J03S,-22.16,76.6,1013.72
2019-01-01 00:00:00,USS0008M07S,-22.61,75.4,1013.73
2019-01-01 00:00:00,USS0011G01S,-18.25,75.5,1013.81
2019-01-01 00:00:00,USS0011G06S,-17.11,74.8,1013.79
2019-01-01 00:00:00,USS0013D26S,-14.39,75.9,1013.8
2019-01-01 00:00:00,USS0014C04S,-11.61,76.6,1013.76
2019-01-01 00:00:00,USS0014F03S,-15.5,77.1,1013.99
2019-01-01 00:10:00,USC00419361,0.97,75.3,1013.77
2019-01-01 00:10:00,USC00421168,-12.14,74.7,1013.74
2019-01-01 00:10:00,USC00426053,17.2,74.9,1013.86
2019-01-01 00:10:00,USC00426568,17.28,75.1,1013.85
2019-01-01 00:10:00,USC00455704,-3.15,76.1,1013.85
2019-01-01 00:10:00,USC00470645,-11.56,76.2,1013.79
2019-01-01 00:10:00,USC00477118,17.13,75.1,1013.57
2019-01-01 00:10:00,USC00509314,-11.69,75.2,1013.8
2019-01-01 00:10:00,USR0000ABRO,17.42,75.8,1013.91
2019-01-01 00:10:00,USR0000AHOW,17.14,75.7,1013.98
2019-01-01 00:10:00,USR0000CCAS,17.36,74.1,1013.53
2019-01-01 00:10:00,USC00487810,17.22,75.3,1013.8
2019-01-01 00:10:00,USR0000CFIV,17.42,75.8,1013.64
2019-01-01 00:10:00,USR0000CHAS,17.08,75.2,1013.82
2019-01-01 00:10:00,USR0000MMAR,17.52,75.3,1013.61
2019-01-01 00:10:00,USR0000TLEW,17.17,76.4,1013.79
2019-01-01 00:10:00,USR0000TSBS,17.33,75.3,1013.89
2019-01-01 00:10:00,USS0006J03S,-22.17,74.9,1013.81
2019-01-01 00:10:00,USS0008M07S,-22.1,75.6,1013.89
2019-01-01 00:10:00,USS0011G01S,-18.18,74.7,1014.0
2019-01-01 00:10:00,USS0011G06S,-17.0,74.3,1013.76
2019-01-01 00:10:00,USS0013D26S,-14.35,75.7,1013.92
2019-01-01 00:10:00,USS0014C04S,-11.42,75.5,1013.7
2019-01-01 00:10:00,USS0014F03S,-15.46,75.8,1013.87
2019-01-01 00:20:00,USC00419361,1.42,76.6,1013.91
2019-01-01 00:20:00,USC00421168,-11.88,75.3,1013.57
2019-01-01 00:20:00,USC00426053,17.48,75.4,1013.85
2019-01-01 00:20:00,USC00426568,17.56,75.3,1013.9
2019-01-01 00:20:00,USC00455704,-3.18,76.0,1013.8
2019-01-01 00:20:00,USC00470645,-11.44,75.4,1013.78
2019-01-01 00:20:00,USC00477118,17.45,74.6,1013.75
2019-01-01 00:20:00,USC00509314,-11.68,75.2,1013.7
2019-01-01 00:20:00,USR0000ABRO,17.42,76.4,1013.76
2019-01-01 00:20:00,USR0000AHOW,17.14,75.3,1013.77
2019-01-01 00:20:00,USR0000CCAS,17.49,75.6,1013.79
2019-01-01 00:20:00,USC00487810,17.47,75.0,1013.75
2019-01-01 00:20:00,USR0000CFIV,17.68,75.1,1013.86
2019-01-01 00:20:00,USR0000CHAS,17.08,75.7,1013.67
2019-01-01 00:20:00,USR0000MMAR,17.43,74.5,1013.78
2019-01-01 00:20:00,USR0000TLEW,17.29,75.1,1013.69
2019-01-01 00:20:00,USR0000TSBS,17.25,75.5,1013.78
2019-01-01 00:20:00,USS0006J03S,-22.1,75.2,1013.82
2019-01-01 00:20:00,USS0008M07S,-22.17,75.5,1013.79
2019-01-01 00:20:00,USS0011G01S,-18.18,74.9,1014.01
2019-01-01 00:20:00,USS0011G06S,-16.64,75.0,1013.72
2019-01-01 00:20:00,USS0013D26S,-14.47,75.1,1013.74
2019-01-01 00:20:00,USS0014C04S,-11.37,74.9,1013.8
2019-01-01 00:20:00,USS0014F03S,-15.04,75.5,1013.62
2019-01-01 00:30:00,USC00419361,1.15,74.6,1013.68
2019-01-01 00:30:00,USC00421168,-12.1,75.5,1013.68
2019-01-01 00:30:00,USC00426053,17.62,75.0,1013.54
2019-01-01 00:30:00,USC00426568,17.43,73.8,1013.79
2019-01-01 00:30:00,USC00455704,-2.99,74.8,1013.6
2019-01-01 00:30:00,USC00470645,-11.32,74.7,1013.62
2019-01-01 00:30:00,USC00477118,17.66,73.8,1013.68
2019-01-01 00:30:00,USC00509314,-11.26,74.3,1013.78
2019-01-01 00:30:00,USR0000ABRO,17.51,74.2,1013.63
2019-01-01 00:30:00,USR0000AHOW,17.37,75.0,1013.67
2019-01-01 00:30:00,USR0000CCAS,17.65,74.9,1013.78
2019-01-01 00:30:00,USC00487810,17.57,74.5,1013.65
2019-01-01 00:30:00,USR0000CFIV,17.61,74.8,1013.69
2019-01-01 00:30:00,USR0000CHAS,17.64,75.5,1013.75
2019-01-01 00:30:00,USR0000MMAR,17.53,75.1,1013.8
2019-01-01 00:30:00,USR0000TLEW,17.62,74.6,1013.69
2019-01-01 00:30:00,USR0000TSBS,17.32,75.3,1013.83
2019-01-01 00:30:00,USS0006J03S,-21.75,75.8,1013.63
2019-01-01 00:30:00,USS0008M07S,-22.12,74.9,1013.64
2019-01-01 00:30:00,USS0011G01S,-17.96,75.7,1013.78
2019-01-01 00:30:00,USS0011G06S,-16.69,74.4,1013.64
2019-01-01 00:30:00,USS0013D26S,-14.24,74.4,1013.75
2019-01-01 00:30:00,USS0014C04S,-11.23,75.5,1013.91
2019-01-01 00:30:00,USS0014F03S,-14.85,75.0,1013.74
2019-01-01 00:40:00,USC00419361,1.71,74.9,1013.81
2019-01-01 00:40:00,USC00421168,-12.08,74.2,1013.6
2019-01-01 00:40:00,USC00426053,17.52,74.0,1013.68
2019-01-01 00:40:00,USC00426568,17.53,73.2,1013.78
2019-01-01 00:40:00,USC00455704,-2.97,73.6,1013.81
2019-01-01 00:40:00,USC00470645,-11.25,74.6,1013.8
2019-01-01 00:40:00,USC00477118,17.47,73.9,1013.66
2019-01-01 00:40:00,USC00509314,-11.33,74.9,1013.51
2019-01-01 00:40:00,USR0000ABRO,17.6,74.5,1013.63
2019-01-01 00:40:00,USR0000AHOW,17.57,74.9,1013.65
2019-01-01 00:40:00,USR0000CCAS,17.63,74.5,1013.56
2019-01-01 00:40:00,USC00487810,17.56,74.8,1013.78
2019-01-01 00:40:00,USR0000CFIV,17.73,74.5,1013.51
2019-01-01 00:40:00,USR0000CHAS,17.59,74.4,1013.81
2019-01-01 00:40:00,USR0000MMAR,17.81,74.5,1013.57
2019-01-01 00:40:00,USR0000TLEW,17.62,74.8,1013.56
2019-01-01 00:40:00,USR0000TSBS,17.62,75.2,1013.78
