timestamp,station_id,temperature,humidity,pressure
2019-01-01 00:00:00,USC00419361,0.9,76.4,1013.75
2019-01-01 00:00:00,USC00421168,-12.24,75.3,1013.88
2019-01-01 00:00:00,USC00426053,17.07,75.9,1013.63
2019-01-01 00:00:00,USC00426568,17.37,75.3,1013.85
2019-01-01 00:00:00,USC00455704,-3.57,74.7,1013.76
2019-01-01 00:00:00,USC00470645,-11.72,75.1,1013.63
2019-01-01 00:00:00,USC00477118,17.08,75.2,1013.74
2019-01-01 00:00:00,USC00509314,-11.69,76.3,1013.94
2019-01-01 00:00:00,USR0000ABRO,17.4,75.7,1013.82
2019-01-01 00:00:00,USR0000AHOW,17.27,75.0,1013.78
2019-01-01 00:00:00,USR0000CCAS,17.39,76.2,1013.91
2019-01-01 00:00:00,USC00487810,17.22,76.0,1013.76
2019-01-01 00:00:00,USR0000CFIV,17.05,75.9,1013.82
2019-01-01 00:00:00,USR0000CHAS,16.9,75.6,1013.99
2019-01-01 00:00:00,USR0000MMAR,17.27,75.8,1013.83
2019-01-01 00:00:00,USR0000TLEW,17.27,76.1,1013.88
2019-01-01 00:00:00,USR0000TSBS,16.97,75.4,1013.8
2019-01-01 00:00:00,USS0006J03S,-22.06,75.6,1013.81
2019-01-01 00:00:00,USS0008M07S,-22.52,75.1,1013.83
2019-01-01 00:00:00,USS0011G01S,-18.51,74.9,1013.82
2019-01-01 00:00:00,USS0011G06S,-16.9,77.0,1013.94
2019-01-01 00:00:00,USS0013D26S,-14.58,75.4,1013.81
2019-01-01 00:00:00,USS0014C04S,-11.95,75.0,1013.65
2019-01-01 00:00:00,USS0014F03S,-15.46,76.0,1013.97
2019-01-01 00:10:00,USC00419361,1.25,74.9,1013.83
2019-01-01 00:10:00,USC00421168,-12.21,76.1,1013.69
2019-01-01 00:10:00,USC00426053,17.26,75.2,1014.01
2019-01-01 00:10:00,USC00426568,17.11,75.3,1013.83
2019-01-01 00:10:00,USC00455704,-3.28,75.4,1013.84
2019-01-01 00:10:00,USC00470645,-11.87,75.4,1013.66
2019-01-01 00:10:00,USC00477118,17.32,75.5,1013.89
2019-01-01 00:10:00,USC00509314,-11.57,75.3,1013.83
2019-01-01 00:10:00,USR0000ABRO,17.12,75.5,1013.85
2019-01-01 00:10:00,USR0000AHOW,17.15,75.7,1013.61
2019-01-01 00:10:00,USR0000CCAS,17.22,74.5,1013.87
2019-01-01 00:10:00,USC00487810,17.19,75.6,1013.94
2019-01-01 00:10:00,USR0000CFIV,17.32,76.9,1013.81
2019-01-01 00:10:00,USR0000CHAS,17.28,75.4,1013.62
2019-01-01 00:10:00,USR0000MMAR,17.26,77.1,1013.84
2019-01-01 00:10:00,USR0000TLEW,17.56,74.8,1013.77
2019-01-01 00:10:00,USR0000TSBS,17.25,75.7,1013.81
2019-01-01 00:10:00,USS0006J03S,-22.01,74.5,1013.77
2019-01-01 00:10:00,USS0008M07S,-22.03,75.4,1013.76
2019-01-01 00:10:00,USS0011G01S,-18.34,74.8,1013.82
2019-01-01 00:10:00,USS0011G06S,-17.15,75.1,1013.93
2019-01-01 00:10:00,USS0013D26S,-14.35,76.3,1013.95
2019-01-01 00:10:00,USS0014C04S,-11.71,76.0,1013.7
2019-01-01 00:10:00,USS0014F03S,-15.23,76.4,1013.7
2019-01-01 00:20:00,USC00419361,1.05,75.2,1013.78
2019-01-01 00:20:00,USC00421168,-12.01,75.3,1013.65
