timestamp,station_id,temperature,humidity,pressure
2019-01-01 00:00:00,AE000041196,17.43,76.0,1013.94
2019-01-01 00:00:00,AEM00041217,17.03,75.3,1013.68
2019-01-01 00:00:00,AEM00041218,19.46,73.9,1013.84
2019-01-01 00:00:00,AFM00040938,17.04,76.4,1013.79
2019-01-01 00:00:00,AFM00040990,16.95,76.4,1013.9
2019-01-01 00:00:00,AG000060390,17.19,74.7,1013.91
2019-01-01 00:00:00,AGE00147708,17.44,76.8,1013.95
2019-01-01 00:00:00,AGE00147716,17.35,75.6,1013.82
2019-01-01 00:10:00,AE000041196,17.88,75.2,1013.77
2019-01-01 00:10:00,AEM00041217,17.21,74.9,1013.68
2019-01-01 00:10:00,AEM00041218,19.88,76.0,1013.75
2019-01-01 00:10:00,AFM00040938,17.06,75.9,1013.86
2019-01-01 00:10:00,AFM00040990,17.38,75.9,1013.81
2019-01-01 00:10:00,AG000060390,17.27,75.7,1013.95
2019-01-01 00:10:00,AGE00147708,17.18,76.3,1013.7
2019-01-01 00:10:00,AGE00147716,17.17,75.1,1013.79
2019-01-01 00:20:00,AE000041196,17.98,74.7,1013.78
2019-01-01 00:20:00,AEM00041217,17.25,75.3,1013.71
2019-01-01 00:20:00,AEM00041218,19.99,75.9,1013.67
2019-01-01 00:20:00,AFM00040938,17.31,75.0,1013.78
2019-01-01 00:20:00,AFM00040990,17.32,74.9,1013.96
2019-01-01 00:20:00,AG000060390,17.31,75.6,1013.74
2019-01-01 00:20:00,AGE00147708,17.3,74.7,1013.7
2019-01-01 00:20:00,AGE00147716,17.73,75.2,1013.74
2019-01-01 00:30:00,AE000041196,17.91,73.8,1013.89
2019-01-01 00:30:00,AEM00041217,17.86,74.7,1013.74
2019-01-01 00:30:00,AEM00041218,20.15,75.0,1013.82
2019-01-01 00:30:00,AFM00040938,17.56,74.4,1013.93
2019-01-01 00:30:00,AFM00040990,17.66,74.5,1013.79
2019-01-01 00:30:00,AG000060390,17.45,74.6,1013.68
2019-01-01 00:30:00,AGE00147708,17.49,74.1,1013.9
2019-01-01 00:30:00,AGE00147716,17.62,74.8,1013.7
2019-01-01 00:40:00,AE000041196,18.13,73.9,1013.78
2019-01-01 00:40:00,AEM00041217,17.67,75.9,1013.78
2019-01-01 00:40:00,AEM00041218,20.26,75.3,1013.59
2019-01-01 00:40:00,AFM00040938,17.77,74.9,1013.72
2019-01-01 00:40:00,AFM00040990,17.76,74.5,1013.65
2019-01-01 00:40:00,AG000060390,17.63,73.4,1013.73
2019-01-01 00:40:00,AGE00147708,17.82,74.0,1013.58
2019-01-01 00:40:00,AGE00147716,17.54,74.7,1013.76
2019-01-01 00:50:00,AE000041196,18.18,74.9,1013.69
2019-01-01 00:50:00,AEM00041217,17.86,74.8,1013.67
2019-01-01 00:50:00,AEM00041218,20.55,73.8,1013.62
2019-01-01 00:50:00,AFM00040938,18.02,73.6,1013.57
2019-01-01 00:50:00,AFM00040990,18.19,74.9,1013.76
2019-01-01 00:50:00,AG000060390,17.9,74.8,1013.87
2019-01-01 00:50:00,AGE00147708,17.5,75.1,1013.74
2019-01-01 00:50:00,AGE00147716,18.0,74.5,1013.57
2019-01-01 01:00:00,AE000041196,18.45,75.1,1013.61
2019-01-01 01:00:00,AEM00041217,17.82,74.2,1013.66
2019-01-01 01:00:00,AEM00041218,20.56,74.7,1013.66
2019-01-01 01:00:00,AFM00040938,17.92,73.5,1013.69
2019-01-01 01:00:00,AFM00040990,18.06,74.5,1013.51
2019-01-01 01:00:00,AG000060390,18.11,73.5,1013.66
2019-01-01 01:00:00,AGE00147708,17.75,74.4,1013.61
2019-01-01 01:00:00,AGE00147716,17.86,73.4,1013.85
2019-01-01 01:10:00,AE000041196,18.43,74.3,1013.69
2019-01-01 01:10:00,AEM00041217,18.06,73.8,1013.7
2019-01-01 01:10:00,AEM00041218,20.87,73.7,1013.57
2019-01-01 01:10:00,AFM00040938,18.16,74.6,1013.63
2019-01-01 01:10:00,AFM00040990,18.19,73.7,1013.58
2019-01-01 01:10:00,AG000060390,18.23,73.5,1013.5
2019-01-01 01:10:00,AGE00147708,18.3,73.7,1013.47
2019-01-01 01:10:00,AGE00147716,18.25,74.2,1013.64
2019-01-01 01:20:00,AE000041196,18.72,74.2,1013.46
2019-01-01 01:20:00,AEM00041217,18.21,73.5,1013.52
2019-01-01 01:20:00,AEM00041218,21.04,73.5,1013.51
2019-01-01 01:20:00,AFM00040938,18.15,72.7,1013.44
2019-01-01 01:20:00,AFM00040990,18.27,73.5,1013.67
2019-01-01 01:20:00,AG000060390,18.45,72.6,1013.5
2019-01-01 01:20:00,AGE00147708,18.21,73.8,1013.53
2019-01-01 01:20:00,AGE00147716,18.15,73.9,1013.5
2019-01-01 01:30:00,AE000041196,18.66,73.3,1013.39
2019-01-01 01:30:00,AEM00041217,18.71,73.6,1013.73
2019-01-01 01:30:00,AEM00041218,21.13,73.3,1013.51
2019-01-01 01:30:00,AFM00040938,18.46,73.3,1013.52
2019-01-01 01:30:00,AFM00040990,18.34,73.0,1013.51
2019-01-01 01:30:00,AG000060390,18.48,73.2,1013.53
2019-01-01 01:30:00,AGE00147708,18.39,72.8,1013.62
2019-01-01 01:30:00,AGE00147716,18.58,73.9,1013.76
2019-01-01 01:40:00,AE000041196,18.96,72.5,1013.56
2019-01-01 01:40:00,AEM00041217,18.73,73.1,1013.5
2019-01-01 01:40:00,AEM00041218,21.21,73.0,1013.44
2019-01-01 01:40:00,AFM00040938,18.44,73.1,1013.46
2019-01-01 01:40:00,AFM00040990,18.7,71.8,1013.59
2019-01-01 01:40:00,AG000060390,18.7,72.9,1013.53
2019-01-01 01:40:00,AGE00147708,18.74,72.9,1013.57
2019-01-01 01:40:00,AGE00147716,18.5,73.0,1013.57
2019-01-01 01:50:00,AE000041196,19.2,72.5,1013.62
2019-01-01 01:50:00,AEM00041217,18.96,72.1,1013.38
2019-01-01 01:50:00,AEM00041218,21.22,72.3,1013.53
2019-01-01 01:50:00,AFM00040938,18.79,72.3,1013.43
2019-01-01 01:50:00,AFM00040990,18.99,72.2,1013.46
2019-01-01 01:50:00,AG000060390,18.58,72.5,1013.47
2019-01-01 01:50:00,AGE00147708,18.9,71.9,1013.58
2019-01-01 01:50:00,AGE00147716,18.82,72.6,1013.52
2019-01-01 02:00:00,AE000041196,19.52,71.4,1013.58
2019-01-01 02:00:00,AEM00041217,18.91,72.5,1013.43
2019-01-01 02:00:00,AEM00041218,21.56,72.0,1013.36
2019-01-01 02:00:00,AFM00040938,18.93,72.7,1013.56
2019-01-01 02:00:00,AFM00040990,19.16,72.1,1013.4
2019-01-01 02:00:00,AG000060390,18.81,72.0,1013.4
2019-01-01 02:00:00,AGE00147708,19.07,72.8,1013.51
2019-01-01 02:00:00,AGE00147716,19.04,72.0,1013.37
2019-01-01 02:10:00,AE000041196,19.52,72.7,1013.5
2019-01-01 02:10:00,AEM00041217,19.2,72.5,1013.46
2019-01-01 02:10:00,AEM00041218,21.62,71.1,1013.46
2019-01-01 02:10:00,AFM00040938,18.95,70.8,1013.35
2019-01-01 02:10:00,AFM00040990,19.03,72.1,1013.38
2019-01-01 02:10:00,AG000060390,19.34,71.4,1013.33
2019-01-01 02:10:00,AGE00147708,18.92,72.2,1013.22
2019-01-01 02:10:00,AGE00147716,19.18,72.1,1013.59
2019-01-01 02:20:00,AE000041196,19.49,71.0,1013.44
2019-01-01 02:20:00,AEM00041217,19.18,70.6,1013.31
2019-01-01 02:20:00,AEM00041218,21.83,71.1,1013.45
2019-01-01 02:20:00,AFM00040938,19.27,71.9,1013.51
2019-01-01 02:20:00,AFM00040990,19.35,70.5,1013.35
2019-01-01 02:20:00,AG000060390,19.32,71.8,1013.39
2019-01-01 02:20:00,AGE00147708,19.23,70.6,1013.39
2019-01-01 02:20:00,AGE00147716,19.39,71.5,1013.44
2019-01-01 02:30:00,AE000041196,19.8,70.9,1013.31
2019-01-01 02:30:00,AEM00041217,19.7,70.6,1013.18
2019-01-01 02:30:00,AEM00041218,21.87,70.8,1013.56
2019-01-01 02:30:00,AFM00040938,19.39,71.3,1013.41
2019-01-01 02:30:00,AFM00040990,19.63,71.5,1013.44
2019-01-01 02:30:00,AG000060390,19.48,70.7,1013.18
